movie_id,title,year,runtime,genres,director,top_cast,movie_keywords,overview,language,production_companies,production_countries,budget,revenue,vote_average,vote_count,popularity
725,Exit to Eden,1994,91.0,"['Comedy', 'Drama']",Reginald Hudlin,"['Samuel L. Jackson', 'Jeff Goldblum', 'Peter Berg']","['boxer', 'sport', 'promoter']","When the champ's promoter, Rev. Sultan, decides something new is needed to boost the marketability of the boxing matches, he searches and finds the only man to ever beat the champ. The problem is that he isn't a boxer anymore and he's white. However, once Rev. Sultan convinces him to fight, he goes into heavy training while the confident champ takes it easy and falls out of shape.",en,"['Twentieth Century Fox Film Corporation', 'Atman Entertainment', 'Fred Berner Films']",['United States of America'],,,5.1,29.0,3.321765
726,Fluke,1995,103.0,"['Drama', 'Thriller']",Bruce Beresford,"['Sharon Stone', 'Rob Morrow', 'Randy Quaid']","['dog', 'family', 'friendship', 'divorce', 'coming-of-age']","Upon taking a new job, young lawyer Rick Hayes is assigned to the clemency case of Cindy Liggett, a woman convicted of first degree murder and sentenced to death. As Hayes investigates the background for her case, the two begin to form a deep friendship, while all the while the date for her execution draws nearer.",en,['Touchstone Pictures'],['United States of America'],,5.0,5.6,9.0,1.196686
727,Immortal Beloved,1994,95.0,"['Drama', 'Biography', 'Music']",Barbet Schroeder,"['Gary Oldman', 'Isabella Rossellini', 'Jeroen Krabbé']","['Ludwig van Beethoven', 'Immortal Beloved', 'fictionalized biography', 'romance', 'music']","Seven New Zealand women speak about their lives during World War II: some lost husbands, some got married, some went into service themselves. The director lets the women tell their stories simply, alternating between them talking and archival footage of the war years.",en,"['Cineplex Odeon Films', 'Cineplex Odeon Films', 'Cineplex Odeon Films', 'Cineplex Odeon Films', 'Cineplex Odeon Films']","['United Kingdom', 'United States']",,,6.1,123.0,0.005625
728,Junior,1994,95.0,"['Comedy', 'Drama', 'Romance']",John Schlesinger,"['Eileen Atkins', 'Kate Beckinsale', 'Sheila Burrell']","['1994', 'comedy', 'drama', 'family', 'satire']","In this adaptation of the satirical British novel, Flora Poste, a plucky London society girl orphaned at age 19, finds a new home with some rough relatives, the Starkadders of Cold Comfort Farm. With a take-charge attitude and some encouragement from her mischievous friend, Mary, Flora changes the Starkadders' lives forever when she settles into their rustic estate, bringing the backward clan up to date and finding inspiration for her novel in the process.",en,"['Orion Pictures', 'United Artists', 'Malpaso Productions']",['United Kingdom'],,,7.0,21.0,1.92386
729,Nell,1994,104.0,"['Animation', 'Drama']",Stephen Quay,"['Alice Krige', 'Mark Rylance', 'Gottfried John']","['drama', 'thriller', 'psychological thriller', 'family drama', 'isolation']","Jakob arrives at the Institute Benjamenta (run by brother and sister Johannes and Lisa Benjamenta) to learn to become a servant. With seven other men, he studies under Lisa: absurd lessons of movement, drawing circles, and servility. He asks for a better room. No other students arrive and none leave for employment. Johannes is unhappy, imperious, and detached from the school's operation. Lisa is beautiful, at first tightly controlled, then on the verge of breakdown. There's a whiff of incest. Jakob is drawn to Lisa, and perhaps she to him. As winter sets in, she becomes catatonic. Things get worse; Johannes notes that all this has happened since Jakob came. Is there any cause and effect?",en,"['Pandora Filmproduktion', 'Koninck Studios', 'Image Forum']","['United Kingdom', 'Germany', 'Japan']",,,7.7,11.0,0.543042
730,"Queen Margot (Reine Margot, La)",1994,162.0,"['Drama', 'History']",Patrice Chéreau,"['Isabelle Adjani', 'Daniel Auteuil', 'Jean-Hugues Anglade']","['marriage of convenience', 'konfession', 'royalty', 'slaughter']","The night of August 24, 1572, is known as the Massacre of St. Bartholomew. In France a religious war is raging. In order to impose peace a forced wedding is arranged between Margot de Valois, sister of the immature Catholic King Charles IX, and the Hugenot King Henri of Navarre. Catherine of Medici maintains her behind-the-scenes power by ordering assaults, poisonings, and instigations to incest.",fr,"['Renn Productions', 'Eurimages', 'Canal+', 'ARD/Degeto Film GmbH', 'D.A. Films', 'France2 Cinéma', 'WMG Film', 'Centre National de la Cinématographie (CNC)', 'N.E.F. Filmproduktion und Vertriebs GmbH', 'Miramax', 'RCS Films & TV']","['France', 'Germany', 'Italy']",,,7.0,67.0,4.405405
731,"Corrina, Corrina",1994,132.0,"['Drama', 'Mystery', 'Thriller']",Phil Joanou,"['Alec Baldwin', 'Kelly Lynch', 'Eric Roberts']","['alcohol', 'sex', 'detective', 'confession', 'based on novel', 'nudity', 'louisiana', 'survivor', 'assault', 'stripper', 'revenge', 'murder', 'suspense', 'drug', 'dave robicheaux']","A hardened New Orleans cop, Dave Robicheaux, finally tosses in the badge and settles into life on the bayou with his wife. But a bizarre plane crash draws him back into the fray when his family is viciously threatened.",en,"['New Line Cinema', 'The Rank Organisation', 'Ruddy Morgan Productions', 'PVM Entertainment', 'Savoy Pictures']","['United Kingdom', 'United States of America']",25000000.0,,5.0,17.0,9.264679
732,Dave,1993,99.0,"['Action', 'Drama', 'Crime', 'Thriller']",Larry Cohen,"['Fred Williamson', 'Pam Grier', 'Jim Brown']","['vigilante', 'blaxploitation', 'b movie', 'violence', 'drive by shooting', 'gang violence', 'street shootout', 'hand to hand combat', 'gangsters']","A violent street gang, the Rebels, rule the streets of Gary, Indiana. The Rebels shoot Marvin Bookman, a store-keeper, for giving the police information about a drive-by shooting they committed. Marvin's son, former NFL star John who created the Rebels, returns to Gary to be with his father and, with a little help from his friends, to destroy the Rebels his way.",en,"[""Po' Boy Productions""]",['United States of America'],4800000.0,3014000.0,5.5,5.0,0.343579
733,Go Fish,1994,136.0,"['Action', 'Adventure', 'Thriller']",Michael Bay,"['Sean Connery', 'Nicolas Cage', 'Ed Harris']","['san francisco', 'fbi', 'gas attack', 'alcatraz', 'hostage situation', 'fbi agent']","A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",en,"['Hollywood Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],75000000.0,335062621.0,6.9,1474.0,13.249824
734,Made in America,1993,91.0,['Comedy'],Harvey Miller,"['Jack Lemmon', 'Dan Aykroyd', 'Bonnie Hunt']","['german', 'instructor', 'war criminal']","When the very moralistic college ethics instructor Jack Lambert finds himself living next door to an accused German death camp commander, he takes it upon himself to rid the world of this man.",en,"['The Rank Organisation', 'Price', 'Savoy Pictures']","['United Kingdom', 'United States of America']",,,5.5,6.0,0.746662
735,Philadelphia,1993,105.0,"['Fantasy', 'Drama', 'Horror', 'Comedy']",Michele Soavi,"['Rupert Everett', 'François Hadji-Lazaro', 'Anna Falchi']","['insanity', 'undead', 'grim reaper', 'zombie', 'macabre', 'grotesque']","A cemetery man has the unusual problem of the dead rising from the grave. Himself and his assistant must end these creatures' lives again after they are reborn. Everything is going well until ""She"" comes along and stirs things up a bit.",it,"['Canal+', 'Silvio Berlusconi Communications', ""Fonds Eurimages du Conseil de l'Europe"", 'Urania Film', 'K.G Productions', 'Audifilm', 'Bibo Productions']","['France', 'Germany', 'Italy']",4000000.0,,7.0,105.0,6.247819
736,Shadowlands,1993,113.0,"['Action', 'Adventure', 'Drama']",Jan de Bont,"['Helen Hunt', 'Bill Paxton', 'Cary Elwes']","['wife husband relationship', 'tornado', 'twister', 'oklahoma', 'metereologist', 'invention', 'climate', 'barn', 'natural disaster', 'cow', 'truck', 'disaster', 'aunt niece relationship', 'storm chaser', 'divorce']","TV weatherman Bill Harding is trying to get his tornado-hunter wife, Jo, to sign divorce papers so he can marry his girlfriend Melissa. But Mother Nature, in the form of a series of intense storms sweeping across Oklahoma, has other plans. Soon the three have joined the team of stormchasers as they attempt to insert a revolutionary measuring device into the very heart of several extremely violent tornados.",en,"['Universal Pictures', 'Amblin Entertainment', 'Warner Bros.', 'Constant c Productions']",['United States of America'],92000000.0,494471524.0,6.1,966.0,8.739144
737,Sirens,1994,98.0,"['Action', 'Science Fiction']",David Hogan,"['Pamela Anderson', 'Temuera Morrison', 'Victoria Rowell']","['scientist bar', 'electrical torture', 'pretending to be a prostitute', 'sprayed with water', 'pressure washer', 'obese']","A sexy nightclub owner, Barb Wire moonlights as a mercenary in Steel Harbor, one of the last free zones in the now fascist United States. When scientist Cora Devonshire wanders into Barb's establishment, she gets roped into a top-secret government plot involving biological weapons. Soon Barb is reunited with her old flame Axel Hood, who is now Cora's husband and a guerrilla fighter, resulting in plenty of tense action.",en,"['Propaganda Films', 'Dark Horse Entertainment', 'PolyGram Filmed Entertainment']",['United States of America'],,3793614.0,3.9,117.0,5.877599
738,Threesome,1994,102.0,['Drama'],Maurice Pialat,"['Gérard Depardieu', 'Géraldine Pailhas', 'Dominique Rocheteau']","['Threesome', '1994', 'Comedy', 'Drama', 'Road Trip', ""New Year's Eve"", 'Yale', 'New York City', 'Desolate Town', 'Repair Shop']",A self-centered man (Gérard Depardieu) with many diversions occasionally visits his 4-year-old son (Antoine Pialat) and the boy's mother (Géraldine Pailhas).,fr,"['France 2 Cinéma', 'DD Productions', 'Canal+', 'Centre National de la Cinématographie (CNC)', 'Glem Production', 'PXP Productions']",['France'],,,5.0,1.0,0.125882
739,Pretty Woman,1990,92.0,['Comedy'],Gabriel Barylli,"['Veronica Ferres', 'Anica Dobra', 'Julia Stemberger']","['romantic comedy', 'love story', 'wealthy businessman', 'unlikely romance', 'social class']",German Comedy,de,"['Roxy Film', 'MTM Cineteve', 'Pro 7']",['Germany'],,,6.8,1230.0,0.652621
740,Jane Eyre,1996,112.0,"['Drama', 'Romance']",Franco Zeffirelli,"['Anna Paquin', 'Charlotte Gainsbourg', 'William Hurt']","['aunt', 'gentleman']","Jane Eyre is an orphan cast out as a young girl by her aunt, Mrs. Reed, and sent to be raised in a harsh charity school for girls. There she learns to be come a teacher and eventually seeks employment outside the school. Her advertisement is answered by the housekeeper of Thornfield Hall, Mrs. Fairfax.",en,['Miramax Films'],['United States of America'],,,7.1,51.0,2.420301
741,"Last Supper, The",1995,83.0,"['Action', 'Animation', 'Science Fiction']",Mamoru Oshii,"['Atsuko Tanaka', 'Akio Ohtsuka', 'Iemasa Kayumi']","['artificial intelligence', 'man vs machine', 'cyborg', 'android', 'computer virus', 'dystopia', 'implantat', 'fugitive', 'female protagonist', 'cyberpunk', 'based on manga']","In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",ja,"['Bandai Visual Company', 'Kodansha', 'Production I.G.']",['Japan'],,2287714.0,7.8,854.0,10.686166
742,Ransom,1996,92.0,"['Horror', 'Thriller']",Tom Holland,"['Robert John Burke', 'Joe Mantegna', 'Lucinda Jenney']","['blow job', 'curse', 'fat suit', 'steven king']","A fat Lawyer finds himself growing ""Thinner"" when an old gypsy man places a hex on him. Now the lawyer must call upon his friends in organized crime to help him persuade the gypsy to lift the curse. Time is running out for the desperate lawyer as he draws closer to his own death, and grows ever thinner.",en,"['Paramount Pictures', 'Spelling Films']",['United States of America'],,,5.5,125.0,4.856229
743,"Crow: City of Angels, The",1996,81.0,"['Action', 'Comedy']",Rick Friedberg,"['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning']","['atomic bomb', 'spoof', 'james bond spoof']","The evil Gen. Rancor has his sights set on world domination, and only one man can stop him: Dick Steele, also known as Agent WD-40. Rancor needs to obtain a computer circuit for the missile that he is planning to fire, so Steele teams up with Veronique Ukrinsky, a KGB agent whose father designed the chip. Together they try to locate the evil mastermind's headquarters, where Veronique's father and several other hostages are being held.",en,['Hollywood Pictures'],['United States of America'],18000000.0,,4.9,148.0,8.202057
